JbGkU,orRIx
Hài lòng,"Tôi có chuyến công tác ở Nha Trang, và bạn tôi đã khuyến khích tôi đến HavanaKhách sạn nằm ở trung tâm nên rất thuận tiệnNằm ngay cạnh biển nên phòng nào cũng thây biểnDịch vụ ăn uống ở đây khá phù hợp với chúng tôi, giá cả lại rất phải chăng.Nhân viên lại rất lịch sự và nhiệt tình, tôi thấy quản lý hay quan sát để hỗ trợ kháchMọi người nên đến và trải nghiệm"
Khách sạn 5 sao HAVANA - một lựa chọn đúng đắn!,"Tôi có chuyến công tác tại Nha Trang 5 ngày và lưu trú tại khách sạn 5 sao HAVANA. Trong thời gian lưu trú tại đây tôi đã được phục vụ rất ân cần, chu đáo, nhiệt tình. Phòng khách sạn giá cả hợp lý, sạch sẽ, rộng rãi, đẹp đẽ, có hướng nhìn ra biển và thành phố rất thơ mộng. Gây ấn tượng mạnh cho tôi đó là chính sách giá phòng linh hoạt và đặt quyền lợi khách hàng lên hàng đầu làm tôi cảm thấy mình rất được trân trọng và được ưu ái (hơn hẳn nhiều khách sạn 5 sao khác mà tôi đã từng ở). Tôi được miễn phí nâng cấp hạng phòng 2 lần cho đến khi vừa ý và được hỗ trợ nhận và trả phòng phù hợp với chuyên bay đến và đi (điều này khó mà được chấp nhận ở các khách sạn đồng hạng khác).Thành công trong chuyến công tác lần này của tôi có phần đóng góp của các bạn - HAVANA. Rất cảm ơn các bạn - HVANA! Hẹn gặp lại các bạn trong những chuyến công tác tơi!"
"Vị trí thuận lợi, nhân viên lịch sự, vui vẻ, nhiệt tình","Cảm nhận khi đến khách sạn Havana Nha Trang mình thấy được sự thân thiện của nhân viên ở nơi này. Từ nhân viên lễ tân, nhân viên phòng hay nhân viên đưa khăn ngoài bãi biển đều rất tận tình và chu đáo. Phòng ốc thì rất đẹp, bữa sáng thì khá ngon. Đây là khách sạn mà tôi thấy rất ưng ý. Tôi đã có những ngày nghỉ thật tuyệt vời ở đây. Sau quay lại tôi vẫn sẽ chọn đây là nơi tôi dừng chân. 1 lần nữa xin gửi lời cảm ơn toàn bộ nhân viên ở Havana hotel  đã cho tôi 1 kỳ nghỉ đáng nhớ."
năm sau sẽ quay lại,"Gia đình chúng tôi vừa ở tại khách sạn Havana 02 đêm cuối tuần rồi, chúng tôi đã được trãi nghiệm một căn family thật đẹp, nội thất trong phòng rất tiên nghi và sạch đẹp, từ phòng ngủ cho tới phòng khách có thể hướng tầm nhìn ra bãi biển, thật là tuyệt vời!, đường hầm đi ra bãi biển cũng đẹp và rất an toàn cho gia đình có nhỏ như gia đình tôi, các con tôi rất thích thức ăn ở đây.Cảm giác khi đến đây giống như trở về nhà, thật thân thiện thật chu đáo, thầm cảm ơn người quản lý giỏi và chuyên nghiệpCả nhà tôi cứ mỗi năm đến Nha Trang chắc chắn sẽ ở tại nơi này"
Chuyen đi Nha Trang,"Tôi đã đến Nha Trang rất nhiều lần và khách sạn Tôi chọn vẫn luôn là Havana Nha Trang. Vì trước hết phải nói đến là thái độ phục vụ quá tuyệt vời, Vị trí với cùng thuận lợi, Dịch vụ Casino, Sky bar, Night club, lối đi ra bãi tắm bằng được hầm, hệ thống Nhà Hàng bậc nhất, Phòng rộng lớn tiện nghi với view Biển trực diện ... Tôi không cảm thấy nhàm chán dù lưu trú tại đây rất rất nhiều lần. The Best of the Best !I hope coming back there soon,"
Kì nghỉ tuyệt vời với mẹ,"Lâu rồi tôi mới có cảm giác thoải mái và vui vẻ với mẹ khi ở đây. Mọi thứ đều tuyệt vời khi bạn có cảm giác là nhà khi ở một nơi xa. Nhân viên thân thiện, tận tình và chuyên nghiệp.  Phòng view đẹp và đầy đủ tiện nghi. Buffet ăn sáng đa dạng để tôi và mẹ có thể dễ dàng lựa chọn và đặc biệt đồ ăn rất ngon. Cảm ơn Havana Nha Trang đã cho tôi và mẹ có kì nghỉ tuyệt vời như thế ❤️"
Havana! tôi thực sự được relax,"Tôi ghé ngang Havana do chuyến bay có thay đổi và cần quay lại Nha Trang 1 đêm.Khách sạn khá nhộn nhịp, cảm giác tôi nghĩ mình sẽ không được quan tâm nhưng không sao cũng chẳng phải đi relax.  Tuy nhiên khi tôi bước vào có nhân viên hỗ trợ vào khi vực đợi check in, có nước uống rất ngon, nhân viên lễ tân ( 1 cô nữ) rất nhẹ nhàng. Tôi nhận phòng ngay sau đó.Điều suprise là tôi thực sự được relax, chứ không đơn giản là ghé tạt ngang chỉ để ngủ, cái phòng có panoramic ocean view, nhìn toàn cảnh làm tôi thật thư giãn, quên luôn cái chuyện đang bực mình.Tôi còn được ưu đãi nếu lần sau quay lại sẽ có những chính sách tốt hơn. Và tôi sẽ làm thế"
Havana,"Gia đình tôi đã có buổi ăn tối ngon miệng tại nhà hàng của Havana. Đồ ăn ngon, nhân viên lễ tân vui vẻ, dễ thương, nhiệt tình. Nhân viên phục vụ phục vụ ân cần, chu đáo. Cảm ơn tất cả các bạn đã cho gia đình tôi một bữa ăn ngon và đáng nhớ. Yêu thương."
Trải nghiệm tuyệt vời,"Khách sạn nằm  ngay trung tâm thành phố, cực kỳ thuận tiện. Khu vực tắm nắng ở biển đẹp và sạch sẽ. Nhân viên cực kỳ nhiệt tình và thân thiện. Lễ tân sẵn sàng hỗ trợ bất kỳ thông tin gì và giúp tôi đặt bàn ăn tối ở nhà hàng bên ngoài. Skylight về có thể nhìn được toàn cảnh thành phố. Có thể lưu lại được rất nhìu ảnh selfie đẹp nếu bạn thích sống ảo. Đáng tiền !"
Khách sạn Havana  quá tuyệt vời!,"Gia đình tôi đã có một kỳ nghỉ thật là tuyệt vời tại khách sạn Havana Nha Trang. Lễ tân đã bố trí cho gia đình chúng tôi một phòng ở tầng 35, phòng rộng rãi,thoáng mát cách bố trí các trang thiết bị trong phòng thật hài hòa tạo cảm giác rất thoải mái khi bước vào phòng. Chỉ cần nằm trên sopha có thể ngắm được toàn cảnh của bãi biển Nha Trang xinh đẹp, đặc biệt chúng tôi ở vào đúng dịp khai mạc festival biển Nha Trang và từ trong phòng chúng tôi đã thưởng thức một màn bắn pháo hoa từ 2 chiếc salan đang neo đậu ngoài biển quá tuyệt vời...Chúng tôi cũng đã có một buổi tối buffet tại nhà hàng tầng 2, thức ăn thì rất ngon và đa dạng, thỏa sức chọn món theo khẩu vị sở thích của từng người...Nhân viên phục vụ tận tình, chu đáo và chuyên nghiệp, là tiệc buffet nhưng nhân viên đã phục vụ thức uống ngay tại bàn cho gia đình chúng tôi thật là tuyệt . Tôi cũng đã có một cuộc trò chuyện ngắn đầy thú vị với Mr. Mash F&B manager của nhà hàng rất thân thiện và chuyên nghiệp.  Gia đình chúng tôi sẽ tiếp tục chọn khách sạn Havana cho kỳ nghỉ hè sắp đến.Cảm ơn các bạn.Khanhlanh"
Vượt cả mong đợi,"Cuối tuần là sinh nhật vợ nên tôi quyết định chọn một khách sạn để thay đổi không khí,tôi khá kĩ tính và hơi lo lắng vì khi tới khách sạn lượng khách khá đông và có chút ồn nhưng các bạn đã khiến chúng tôi hoàn toàn hài lòng. Thái độ niềm nở thân thiện. Phòng đẹp và đặc biệt được trang trí sinh nhật hết sức lãng mạn.Tuy trước đó chỉ báo là dự định tổ chức sinh nhật cho vợ nhưng khách sạn lại rất khéo léo tặng kèm 1 bánh sinh nhật và thiệp lời chúc từ phía khách sạn nên vợ tôi rất vui và bất ngờ. Dịp sau tôi vẫn chọn havana và sẽ giới thiệu cho bạn bè tới đây."
Great vacation,"Mình đi Nha Trang với bạn trai và đã ở Havana Hotel, khách sạn lớn, rộng rãi, thức ăn ngon, nhân viên nhiệt tình thân thiện , thời tiết đẹp chiều lòng người, mình sẽ quay lại vào năm sau và vẫn sẽ ở tại đây."
Havana,"Lần đầu tiên mình đến Nha Trang và cũng là lần đầu tiên ở khách sạn Havana ,dịch vụ chăm sóc khách hàng ở đây rất tốt , nhân viên niềm nở , phòng view đẹp và sạch sẽ ,nếu có lần tới vào Nha Trang  mình sẽ đây ."
Khách sạn đẹp và chuyên nghiệp 😚😚😚,Vợ chồng tôi đã có 1 kỳ nghỉ tuyệt vời tại Nha Trang. Khách sạn đẹp; phòng ở rộng rãi; nhân viên chuyên nghiệp; nhiệt tình. Bạn chỉ cần trả thêm 1 khoản tiền nhỏ để chuyển qua phòng suite nhìn thẳng ra biển rất tuyệt vời. Mặc dù buổi sáng rất đông khách Tàu nhưng khách sạn đã giải quyết vấn đề này rất chuyên nghiệp và làm chúng tôi hài lòng. Buổi tối tầng mái ở đây chúng tôi đã có những giây phút tuyệt vời ở SKYLIGHT BAR. Cảm ơn khách sạn đã góp phần giúp chúng tôi có 1 kỳ nghỉ tuyệt vời.💋💋💋
TUYỆT VỜI ÔNG MẶT TRỜI,"Khách sạn ở vị trí trung tâm, và cạnh biển nên mọi di chuyển đối với gia đình tôi rất tiện. Phòng rất thoải mái.Tôi nhận xét dịch vụ như sau:- phòng rộng, đẹp, cháu tôi và chị tôi rất relax- vị trí tốt- view ra biển mênh mông làm rất thoải mái- Ăn sáng mặc dù rất đông nhưng đồ ăn luôn được đầy đủ. Nên ăn ở tầng 3- hồ bơi có khu vực trong và ngoài trời.- ở lễ tân bạn chỉ cần hỏi thông tin sẽ được phản hồi- có bãi biển và đường hầm nên đi rất an toànTips: nên ăn sáng sau 8:30."
Trên cả tuyệt vời !!,"Tôi rất hài lòng khi đã chọn Havana Nha Trang Hotel là nơi tận hưởng kì nghỉ trăng mật của vợ chồng tôi . Phòng ở rất đẹp , thoáng mát mọi vật dụng đều mới mẻ sạch sẽ . Buffet sáng món ăn phong phú , có không gian riêng dành cho khách Việt . Tối đến có thể vui chơi ở Skylight ngay trên tầng thượng của khách sạn , đông vui náo nhiệt . Lần sau đến với Nha Trang tôi vẫn sẽ tiếp tục chọn Havana Hotel để nghỉ ."
Đánh giá Havana hotel by mr. Tân,Honeymoon nay lại còn tốt hơn khi sự lựa chọn ở Havana hotel. Căn phòng rất đẹp dịch vụ rất tốt. Điều khiến cho buổi honeymoon của tôi lãng mạn hơn cả khi tôi cùng vợ ngắm toàn cảnh Nha Trang tại skylight của khách sạn cứ như cả một Thành phố Nha Trang đang thu nhỏ lại trong tầm mắt của tôi và vợ. Nhân viên phục vụ rất rất tốt rất nhiệt tình sự nhiệt tình đến đều từ quản lý cho đến các tiếp tân khách sạn . Dù là 1 kỳ nghỉ giá đình hay là 1 buổi honeymoon thì khách sạn Havana hotel sẽ là sự lựa chọn tốt nhất.
Tuyệt vời,"Ks có view biển rất đẹp, đầy đủ dịch vụ, tiện nghi. Quản lý và nhân viên chu đáo, ân cần, lịch sự. Buffet đầy đủ món ăn, hợp khẩu vị. Bar Skylight thoáng mát rất đẹp, có tổ chức cả các lễ hội nữa, rất thú vị ^_^. Có dịp du lịch Nha Trang nhất định sẽ ghé Havana lần nữa. 😊"
Hoàn hảo về mọi mặt,"-Anh chị nhân viên rất nhiệt tình, dễ thương từ lễ tân, concierge, chị hottess nhà hàng lầu 2 bf sáng ,các chị quầy trứng, dv housekeeping tuyệt vời. Lần thứ 3 đến Nha Trang nhưng đây là chuyến đi vui và thoải mái nhất nhờ có Havana.Chắc chắn những lần sau sẽ chỉ chọn Havana để nghỉ dưỡng. - Mình ở phòng junior suite king view siêu đẹp, bồn tắm nằm nhìn ra biển, phòng rất tiện nghi, sạch đẹp, chi tiết đến mọi thứ, giường êm chỉ cần đặt lưng là ngủ luôn. Đặc biệt thang máy đi siêu nhanh và êm. - Ks có hồ bơi rất bự và đẹp, hầm ra biển riêng, skylight, havana club, ks nằm gần những nơi ăn uống và khu vui chơi. Lượt khách khá đông mỗi ngày nhưng mọi thứ đều chuyên nghiệp và nhẹ nhàng.Havana vượt hơn cả đánh giá 5 sao. Cảm ơn các a chị đã giúp em có 1 kỳ nghỉ hoàn hảo"
Kì nghỉ tuyệt vời,"Khách sạn có vị trí rất đẹp và thuận tiện, gần biển và những địa điểm vui chơi ăn uống. Phòng cũng rất đẹp , món ăn ngon , nhân viên phục vụ rất thân thiện và nhiệt tình. Nếu có thời gian tối sẽ quay lại!"
Đánh giá về phòng,"Phòng Family rộng, có 2 buồng tắm. Thích hợp cho gia đình 4 người. View hướng biển rất đẹp. Đồ ăn sáng đơn điệu, ks cần thay đổi thực đơn hàng ngày. Điểm trừ to nhất là quá nhiều khách Trung quốc, chiếm 95% gây ồn ào, mất lịch sự."
Tốt,"Khách sạn đối diện biển, ngay trung tâm thành phố, gần Quảng trường, chợ đêm, bar,... buổi tối nhộn nhịp rất vui.   Phòng sạch sẽ, gia đình mình bị delay chuyến bay đến giờ khuya mà nhân viên lễ tân vẫn vui vẻ, nhiệt tình, nhận phòng nhanh. Có buffe nhiều món đa dạng, đồ ăn cũng được."
Khách sạn tuyệt vời,"Khách sạn có ăn sáng rất ngon,đặc biệt là món bánh cuốn và phở bò là món ăn rát tuyệt vời.tôi đã nghỉ tại đó 3 đếm và rất ấn tượng với  phòng ngủ  có những phòng  tắm sát biển là phòng 3839.chỉ có hai đứa và biển.buổi tối lên sky bar vô cùng đẹp."
Lựa chọn tốt,"Nếu nói về giá ~85/đêm tiêu chuẩn 5* thì Havana là lựa chọn tốt. Đến khi quay lại lần này thì mọi thứ đã hoàn thiện xong xuôi và có đôi điều cũng bắt đầu đi xuống. Có welcome chocolate thay vì trái cây, điều này không thích, vì vừa đến mà ăn chocolate thì hơi kỳ, buổi tối không có gudnite chocolate-, ngồi đợi check-in cũng không có nước hay trà hay gì cả. Havana là lựa chọn tốt nên rất đông, lúc nào ghế ở sảnh cũng chật kín người người nhà nhà chất đống vạ vật. Nhiều khi đợi chờ gì cũng không có chỗ ngồi. Phòng tắm làm kính nhìn xuyên 2 chiều là sai lầm vì thấy rất vô duyên, nếu từ trong nhìn ra thôi thì có vẻ ổn hơn. Buffet sáng nhiều lựa chọn, nhưng không phải xuất sắc, lần trước ở ăn ngon hơn nhiều và giờ không còn hứng thú như thuở ban đầu. Có một số khách vẫn ồn ào. Thang máy vẫn ù tai. Có điều tầng 38 view biển nhìn xuống siêu rộng siêu phê. Nói chung lại, là so với giá tiền, thì là lựa chọn tốt."
Khách sạn tạo nên điều kỳ diệu,"Cảm ơn Havana đã tạo nên một kỳ nghỉ trọn vẹn cho gia đình chúng tôi. Đầu tiên tôi rất ấn tượng bởi đội ngũ hỗ trợ trên website, vô cùng chuyên nghiệp. Tiếp theo đó là những nụ cười thân thiện của nhân viên khách sạn. Họ tạo cho tôi cảm giác vô cùng thoải mái. Điều chúng tôi thấy hài lòng nhất đó là phòng King có cửa sổ rất lớn nhìn được toàn bộ vịnh biển Nha Trang. Cực kỳ hoàn hảo. Đây là một vẻ đẹp tuyệt mỹ chỉ Nha TRang mới có được. Phòng rất rộng và cửa sổ lớn, tầm nhìn hướng biển. Ngoài ra còn có bồn tắm jacuzzi nhìn được dọc đường Trần Phú rất đẹp nữa. Chúng tôi chắc chắn sẽ chọn Havana là điạ điểm yêu thích cho kỳ nghỉ của mình tại Nha Trang."
Ky nghi he 2017,"Khach san co vi tri rat thuan loi, gan bien va gan quang truong noi co rat nhieu hoat dong vui choi va giai tri cho nguoi lon va tre em. Gia dinh chung toi rat hai long ve dich vu va cung cach phuc vu cua doi ngu nhan vien khach san rat la chuyen nghiep. Dac biet rat cam on ban Uyen Chi da tu van va lua chon cho gia dinh chung toi phong family rong rai phu hop voi gia dinh co con nho,va co view dep thuan tien de ngam bien luc binh minh va hoang hon. Chung toi da luu tru o khach san rat nhieu lan, lan nao cung co nhung trai nghiem rat dac biet,cam nhan rat sau sac ve khach san havana va thanh pho bien nha trang. Chung toi se som quay lai Nha Trang de tan huong khong khi cua thanh pho bien va su than thien cua cac ban tai havana . Cung rat mong gap lai ban Uyen ChiCam on cac ban nhieuQui Ton"
Trai nghiem tuyet voi tai Havana,"Gia Dinh toi co mot chuyen du Lịch nghi Dương tuyet voi tai Nha trang do la nho duoc nghi tai Havana hotel Nha Trang.Chung toi that bat ngo voi lan di nay vi toi book phong Gia dinh. No ngoai suy nghi cua minh khi nhan duoc 1 phong Gia dinh rong rai, sach dep dung dang cap 5 sao va duoc nhieu toan Canh bien Xinh Dep cua Nha Trang.Su phuc Vu an can va chu Dao cua nhan vien khach san lam cho Gia Dinh toi cam thay rat thoai mai.Cac mon An sang rat phong phu, ngon va ve sinh. Voi dương ham di xuyen qua duong toi bien lam cho vo con toi thay co tinh rieng tu, Dich Vu tai bo bien nhu ghe ngoi tren bai bien va tam nuoc ngot, khan choang lam tang them su khac biet cho chung toi...Toi thich tap Gym va spa o Havana vi chat luong Dich Vu kha tot ma toi khong can phai di ra ngoai.Toi se quay lai o Havana khi toi di du lich Nha trang lan toi.Cam on Havana da cho Gia Dinh toi cam Giac tuyet voi trong chuyen nghi duong vua qua.Lê Hong Phoa"
Kỳ nghỉ không thể nào quên,Khách sạn có vị trí vô cùng tuyệt vời. Chúng tôi thực sự bất ngờ với việc được nâng cấp phòng miễn phí. Đó là phòng junior suite king. Đặc biệt với bồn tắm nằm có kính trong suốt. Nhìn ra được bãi biển xinh đẹp. Vô cùng tuyệt vời.  Chúng tôu đã có những giây phút hạnh phúc tại Havana Nha trang. Xin cảm ơn các bạn đã tạo nên điều đó cho chúng tôi.
HAVANA đã có đội ngụ sale rất tốt,"Mình đặt phòng qua 1 bạn tên Đức, bạn ấy đã giúp mình lên 1 kế hoạch nghỉ dưỡng tuyệt vời cả về phòng ốc lẫn các tour thăm quan.Phòng khách sạn đẹp, vị trí trung tâm đi lại ăn uống rất tiện. Chỉ có 1 điểm trừ là nhân viên Skylight gọi xe máy cho mình qua dịch vụ xe k tốt, chặt chém."
Jerry,"Khách sạn Havana rất tuyệt vời. Phòng ốc sạch sẽ, thái độ nhân viên thân thiện nhiệt tình, các món ăn ở đây rất ngon và hợp khẩu vị của tôi. Gia đình chúng tôi đã có một kì nghỉ tuyệt vời chúng tôi sẽ quay lại nơi đây trong thời gian tới"
Chuyến đi 1 mình,"tôi đi để trải nghiệm cảm giác giúp cho công việc của mình và tôi ấn tượng với cách phục vụ của nhân viên vui vẻ, nhiệt tình... Có view đẹp, mọi thứ đều khá tốt. Chỉ có vấn đề nhỏ là tôi không thích các du khách người Trung lắm"
Tốt,"Khách sạn đối diện biển, ngay trung tâm thành phố, gần Quảng trường, chợ đêm, bar,... buổi tối nhộn nhịp rất vui.   Phòng sạch sẽ, gia đình mình bị delay chuyến bay đến giờ khuya mà nhân viên lễ tân vẫn vui vẻ, nhiệt tình, nhận phòng nhanh. Có buffe nhiều món đa dạng, đồ ăn cũng được."
Khách sạn tuyệt vời,"Khách sạn có ăn sáng rất ngon,đặc biệt là món bánh cuốn và phở bò là món ăn rát tuyệt vời.tôi đã nghỉ tại đó 3 đếm và rất ấn tượng với  phòng ngủ  có những phòng  tắm sát biển là phòng 3839.chỉ có hai đứa và biển.buổi tối lên sky bar vô cùng đẹp."
Lựa chọn tốt,"Nếu nói về giá ~85/đêm tiêu chuẩn 5* thì Havana là lựa chọn tốt. Đến khi quay lại lần này thì mọi thứ đã hoàn thiện xong xuôi và có đôi điều cũng bắt đầu đi xuống. Có welcome chocolate thay vì trái cây, điều này không thích, vì vừa đến mà ăn chocolate thì hơi kỳ, buổi tối không có gudnite chocolate-, ngồi đợi check-in cũng không có nước hay trà hay gì cả. Havana là lựa chọn tốt nên rất đông, lúc nào ghế ở sảnh cũng chật kín người người nhà nhà chất đống vạ vật. Nhiều khi đợi chờ gì cũng không có chỗ ngồi. Phòng tắm làm kính nhìn xuyên 2 chiều là sai lầm vì thấy rất vô duyên, nếu từ trong nhìn ra thôi thì có vẻ ổn hơn. Buffet sáng nhiều lựa chọn, nhưng không phải xuất sắc, lần trước ở ăn ngon hơn nhiều và giờ không còn hứng thú như thuở ban đầu. Có một số khách vẫn ồn ào. Thang máy vẫn ù tai. Có điều tầng 38 view biển nhìn xuống siêu rộng siêu phê. Nói chung lại, là so với giá tiền, thì là lựa chọn tốt."
Khách sạn tạo nên điều kỳ diệu,"Cảm ơn Havana đã tạo nên một kỳ nghỉ trọn vẹn cho gia đình chúng tôi. Đầu tiên tôi rất ấn tượng bởi đội ngũ hỗ trợ trên website, vô cùng chuyên nghiệp. Tiếp theo đó là những nụ cười thân thiện của nhân viên khách sạn. Họ tạo cho tôi cảm giác vô cùng thoải mái. Điều chúng tôi thấy hài lòng nhất đó là phòng King có cửa sổ rất lớn nhìn được toàn bộ vịnh biển Nha Trang. Cực kỳ hoàn hảo. Đây là một vẻ đẹp tuyệt mỹ chỉ Nha TRang mới có được. Phòng rất rộng và cửa sổ lớn, tầm nhìn hướng biển. Ngoài ra còn có bồn tắm jacuzzi nhìn được dọc đường Trần Phú rất đẹp nữa. Chúng tôi chắc chắn sẽ chọn Havana là điạ điểm yêu thích cho kỳ nghỉ của mình tại Nha Trang."
Ky nghi he 2017,"Khach san co vi tri rat thuan loi, gan bien va gan quang truong noi co rat nhieu hoat dong vui choi va giai tri cho nguoi lon va tre em. Gia dinh chung toi rat hai long ve dich vu va cung cach phuc vu cua doi ngu nhan vien khach san rat la chuyen nghiep. Dac biet rat cam on ban Uyen Chi da tu van va lua chon cho gia dinh chung toi phong family rong rai phu hop voi gia dinh co con nho,va co view dep thuan tien de ngam bien luc binh minh va hoang hon. Chung toi da luu tru o khach san rat nhieu lan, lan nao cung co nhung trai nghiem rat dac biet,cam nhan rat sau sac ve khach san havana va thanh pho bien nha trang. Chung toi se som quay lai Nha Trang de tan huong khong khi cua thanh pho bien va su than thien cua cac ban tai havana . Cung rat mong gap lai ban Uyen ChiCam on cac ban nhieuQui Ton"
Trai nghiem tuyet voi tai Havana,"Gia Dinh toi co mot chuyen du Lịch nghi Dương tuyet voi tai Nha trang do la nho duoc nghi tai Havana hotel Nha Trang.Chung toi that bat ngo voi lan di nay vi toi book phong Gia dinh. No ngoai suy nghi cua minh khi nhan duoc 1 phong Gia dinh rong rai, sach dep dung dang cap 5 sao va duoc nhieu toan Canh bien Xinh Dep cua Nha Trang.Su phuc Vu an can va chu Dao cua nhan vien khach san lam cho Gia Dinh toi cam thay rat thoai mai.Cac mon An sang rat phong phu, ngon va ve sinh. Voi dương ham di xuyen qua duong toi bien lam cho vo con toi thay co tinh rieng tu, Dich Vu tai bo bien nhu ghe ngoi tren bai bien va tam nuoc ngot, khan choang lam tang them su khac biet cho chung toi...Toi thich tap Gym va spa o Havana vi chat luong Dich Vu kha tot ma toi khong can phai di ra ngoai.Toi se quay lai o Havana khi toi di du lich Nha trang lan toi.Cam on Havana da cho Gia Dinh toi cam Giac tuyet voi trong chuyen nghi duong vua qua.Lê Hong Phoa"
Kỳ nghỉ không thể nào quên,Khách sạn có vị trí vô cùng tuyệt vời. Chúng tôi thực sự bất ngờ với việc được nâng cấp phòng miễn phí. Đó là phòng junior suite king. Đặc biệt với bồn tắm nằm có kính trong suốt. Nhìn ra được bãi biển xinh đẹp. Vô cùng tuyệt vời.  Chúng tôu đã có những giây phút hạnh phúc tại Havana Nha trang. Xin cảm ơn các bạn đã tạo nên điều đó cho chúng tôi.
HAVANA đã có đội ngụ sale rất tốt,"Mình đặt phòng qua 1 bạn tên Đức, bạn ấy đã giúp mình lên 1 kế hoạch nghỉ dưỡng tuyệt vời cả về phòng ốc lẫn các tour thăm quan.Phòng khách sạn đẹp, vị trí trung tâm đi lại ăn uống rất tiện. Chỉ có 1 điểm trừ là nhân viên Skylight gọi xe máy cho mình qua dịch vụ xe k tốt, chặt chém."
Jerry,"Khách sạn Havana rất tuyệt vời. Phòng ốc sạch sẽ, thái độ nhân viên thân thiện nhiệt tình, các món ăn ở đây rất ngon và hợp khẩu vị của tôi. Gia đình chúng tôi đã có một kì nghỉ tuyệt vời chúng tôi sẽ quay lại nơi đây trong thời gian tới"
Chuyến đi 1 mình,"tôi đi để trải nghiệm cảm giác giúp cho công việc của mình và tôi ấn tượng với cách phục vụ của nhân viên vui vẻ, nhiệt tình... Có view đẹp, mọi thứ đều khá tốt. Chỉ có vấn đề nhỏ là tôi không thích các du khách người Trung lắm"
,
OK,"Tôi và gia đình vừa ở đó 02 đêm thg 11/2016. 1. Khách sạn ở trung tâm trên đg Trần Phú, phòng Deluxe view biển.2. Các trang thiết bị tiêu chuẩn.Do mưa nên tôi đều đi lại bằng taxi, mái che ô tô lên sảnh bị rột nước và cũng ko có tắm biển hay hồ bơi đc. Hơi tiếc 1 chút.Trong quá trình lưu trú, tôi thấy khách Trung Quốc khá đông.Nếu đc đánh giá chung, tôi cho rằng khách sạn ở mức 4* sẽ phù hợp hơn.Tks!"
Về phòng nghỉ,"1.Vợ chồng tôi nghỉ ở đây 03 đêm, cảm nhận chung là phòng nghi tốt, view dẹp tuy nhiên có 1 vấn đề chúng tôi cảm thấy ko được thoải mái lắm đó là: phòng 3032 tôi ở có 1 cánh cửa gỗ thông sang phòng 3034 cách âm ko tốt, đêm đầu tiên tiếng nhạc điện tử phòng bên mở to quá nửa đêm chúng tôi ko thể ngủ dc phải y/c lễ tân lên giải quyết. Đêm thứ 2 thì mùi thức ăn nồng nặc bay sang qua khe cửa khó chịu vô cùng, đề nghị KS xử lý cái cửa thông phòng này để các khách ở sau ko bị như tôi.2.Việc khách TQ đông là khó tránh khỏi tuy nhiên tình trạng ầm ĩ, lộn xộn khiến cho các du khách khác khó quay lại nghỉ tại đây mặc dù KS tốt và địa điểm đẹp, trung tâm.3. Tôi ấn tượng với bữa ăn sáng ở KS thức ăn nhiều, phong phú, ngon hơn nhiều KS tương đương khác."
Tương đối hài lòng,"Tiêu chuẩn ok.Điểm trừ :  Nhiều khách trung quốc mất lịch sự, bãi giữ xe nhỏ quá- Phòng cách âm không tốt- buffer thật hoàn hảo- Louge thật đẹp- tôi sẽ quay trở lại nha trang và sẽ lưu trú lại havana"
Best hotels in nha trang,"Khách sạn ịtrí vô cùng trung tâm. Chúng tôi ởđây đã có những ngày nghỉ ngơi thật thoải mái. Dịch vụ 5 sao, và các tiện nghi sẵn có rất phù hợp. Có thể nói đây là khách sạn khá tốt với chi phí chấp nhận được. Phòng deluxe là phòng hạng trung nhưng có view nhìn được đường Trần Phú và dọc bãi biển vô cùng đẹp. Không bị che chắn như các khách sạn khác. Tầm nhìn rất rộng. Tôi hài lòng với dịch vụ tại đây."
Dịch vụ tuyệt vời,Nghỉ tại phòng nghỉ  Havana Nha Trang thật sự là một trải nghiệm thú vị. View căn phòng cho bạn cảm giác tuyệt vời khi bạn cảm nhận được gần như toàn bộ không gian của biển ở căn phòng này. I will comeback :X
Một chuyến đi đáng nhớ kỷ niệm 5 năm ngày cưới,"Khách sạn khá hoành tráng, view nhìn ra biển khá đẹp. Tiếc là chưa lên được Skylight để ngắm toàn cảnh thành phố. Nhưng có điều giờ Nha Trang nhiều khách Trung của quá. Đi đâu cũng thấy Tàu, thậm chí có tên còn tưởng mình là đồng hương nữa chứ. Có một điều hơi bất tiện là khách sạn 5 sao nhưng ko có bộ dao cạo râu, ở đến ngày thứ 2 râu ria lởm chởm thế là đành phải gọi lễ tân mang lên :("
chat luong dich vu cua ks tuyet voi,"tôi đã có một kỷ niệm đẹp khi ở tại ks ,tất cả dịch vụ cũng như nhân viên của ks quá hoàn mỹ ,đúng thật là một ks đẳng cấp mang tầm cỡ quốc tế .nếu  có cơ hội tôi sẽ quay lại trải nghiệm ở ks mình thêm nữa"
Trải nghiệm tuyệt với tại Havana Hotel,"Hài lòng về dịch vụ, nhân viên tận tình giúp đỡ khi mình có khó khăn cần giúp đỡ. Đặc biệt là đồ ăn tại Havana rất ngon và phù hợp với từng vùng miền."
